2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H4454,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,77%,78%,93%,93%,67%,73%,66%,78%,51%,93%,84%,85%,77%,34%,67%,93%,79%,55%,67%,78%,29%,61%,12%,87%,78%,90%,87%,88%,87%,0.26,80,8%,Medicare shows only a Star Rating for this topic,97%,92%,89%
H4456,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,50%,88%,87%,61%,70%,65%,77%,42%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,56%,91%,73%,50%,63%,77%,31%,54%,12%,86%,77%,85%,87%,84%,87%,0.28,0,14%,Medicare shows only a Star Rating for this topic,90%,89%,96%
H4461,Local CCP,CARITEN HEALTH PLAN INC.,"Cariten Health Plan, Inc.",Humana Inc.,74%,67%,92%,91%,73%,77%,65%,77%,45%,88%,80%,92%,79%,25%,67%,92%,79%,53%,66%,74%,29%,58%,11%,88%,77%,87%,88%,86%,88%,0.25,100,7%,Medicare shows only a Star Rating for this topic,98%,97%,96%
H4465,Demo,"INDEPENDENCE CARE SYSTEM, INC.","Independence Care System, Inc.",Paraprofessional Healthcare Institute,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4506,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,69%,63%,91%,93%,70%,78%,63%,75%,56%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,67%,92%,78%,49%,61%,71%,26%,60%,11%,85%,73%,88%,86%,89%,84%,0.24,0,6%,Medicare shows only a Star Rating for this topic,86%,78%,99%
H4510,Local CCP,"HUMANA HEALTH PLAN OF TEXAS, INC.","HUMANA HEALTH PLAN OF TEXAS, INC.",Humana Inc.,69%,61%,90%,92%,63%,76%,66%,75%,55%,90%,86%,89%,81%,21%,64%,90%,78%,60%,71%,74%,40%,62%,11%,80%,70%,87%,83%,85%,80%,0.37,100,12%,Medicare shows only a Star Rating for this topic,99%,92%,96%
H4513,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,78%,73%,96%,94%,79%,76%,62%,75%,42%,97%,88%,80%,69%,36%,77%,94%,75%,56%,57%,73%,38%,64%,11%,86%,73%,92%,86%,90%,82%,0.24,80,7%,Medicare shows only a Star Rating for this topic,99%,96%,92%
H4514,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",53%,46%,84%,87%,45%,68%,71%,76%,53%,76%,56%,25%,39%,19%,48%,91%,71%,46%,60%,74%,33%,64%,14%,82%,68%,87%,83%,86%,81%,0.56,0,12%,Medicare shows only a Star Rating for this topic,92%,100%,94%
H4520,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,59%,56%,90%,89%,64%,73%,73%,74%,51%,80%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,56%,89%,71%,53%,59%,76%,35%,51%,13%,86%,75%,88%,88%,85%,85%,0.57,100,16%,Medicare shows only a Star Rating for this topic,99%,93%,96%
H4522,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",60%,51%,90%,91%,58%,68%,72%,76%,48%,78%,60%,25%,48%,19%,57%,90%,75%,55%,61%,74%,34%,57%,12%,84%,66%,87%,82%,84%,82%,0.12,0,7%,Medicare shows only a Star Rating for this topic,88%,90%,94%
H4523,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,64%,56%,92%,92%,65%,68%,66%,80%,53%,69%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,66%,89%,76%,52%,59%,77%,37%,54%,12%,82%,71%,86%,84%,84%,83%,0.66,20,11%,Medicare shows only a Star Rating for this topic,93%,93%,95%
H4524,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,70%,65%,88%,89%,76%,80%,68%,80%,56%,53%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,70%,85%,69%,49%,53%,88%,39%,60%,11%,86%,73%,86%,86%,84%,85%,0.29,20,4%,Medicare shows only a Star Rating for this topic,97%,94%,95%
H4525,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,63%,51%,86%,89%,63%,71%,64%,75%,47%,79%,69%,58%,45%,18%,70%,92%,80%,58%,56%,83%,35%,65%,17%,88%,75%,89%,85%,88%,84%,0.09,80,6%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,90%
H4527,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",76%,60%,97%,96%,75%,73%,64%,75%,56%,85%,56%,24%,48%,27%,75%,96%,78%,64%,66%,76%,41%,59%,10%,85%,72%,92%,86%,89%,86%,0.35,0,12%,Medicare shows only a Star Rating for this topic,80%,82%,96%
H4528,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,69%,60%,92%,92%,68%,67%,74%,76%,52%,89%,74%,59%,63%,28%,53%,93%,62%,47%,52%,68%,36%,66%,12%,Not enough data available,66%,82%,80%,84%,81%,0.53,80,30%,Medicare shows only a Star Rating for this topic,89%,81%,92%
H4564,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Scott and White Healthcare,78%,83%,94%,91%,80%,81%,63%,75%,54%,93%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,76%,94%,81%,65%,65%,87%,37%,60%,4%,88%,81%,92%,89%,91%,90%,0.08,80,4%,Medicare shows only a Star Rating for this topic,76%,89%,Plan not required to report measure
H4590,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",68%,61%,91%,90%,65%,78%,67%,73%,52%,88%,61%,28%,57%,20%,63%,95%,78%,59%,65%,75%,35%,55%,11%,86%,74%,86%,86%,87%,83%,0.19,0,6%,Medicare shows only a Star Rating for this topic,80%,89%,94%
H4604,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",61%,70%,86%,82%,60%,69%,69%,78%,52%,83%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,60%,90%,77%,55%,67%,81%,35%,50%,9%,88%,79%,89%,88%,86%,87%,0.23,0,9%,Medicare shows only a Star Rating for this topic,84%,95%,96%
H4605,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",69%,63%,88%,85%,75%,82%,70%,78%,56%,58%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14%,69%,88%,53%,38%,58%,85%,42%,54%,12%,87%,75%,92%,87%,88%,85%,0.08,80,7%,Medicare shows only a Star Rating for this topic,88%,63%,97%
H4606,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,60%,64%,84%,81%,63%,68%,69%,76%,50%,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,62%,90%,76%,51%,63%,81%,29%,50%,9%,86%,77%,83%,86%,82%,82%,0.75,100,31%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
H4712,Demo,"BLUE CROSS OF IDAHO CARE PLUS, INC.",Idaho Care Plus,"Blue Cross of Idaho Health Services, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4738,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,96%
H4740,Demo,"CATHOLIC MANAGED LONG TERM CARE, INC.",ArchCare Community Advantage,Catholic Health Care System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4754,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,83%,68%,Not enough data available,82%,71%,67%,Not enough data available,Not enough data available,No data available,85%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,64%,88%,76%,47%,61%,77%,No data available,No data available,13%,87%,79%,92%,86%,86%,86%,0.19,80,5%,Not enough data available,92%,Not enough data available,100%
H4837,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",63%,56%,79%,81%,56%,63%,Not enough data available,Not enough data available,52%,79%,76%,22%,40%,Not enough data available,53%,90%,63%,40%,64%,75%,Not enough data available,Not enough data available,11%,85%,80%,86%,86%,89%,87%,0.71,0,10%,Medicare shows only a Star Rating for this topic,78%,82%,95%
H4866,Local CCP,CUATRO LLC,Access Medicare,Cuatro LLC.,Not enough data available,46%,Not enough data available,83%,52%,49%,Plan too new to be measured,Plan too new to be measured,55%,69%,No data available,No data available,No data available,Not enough data available,63%,95%,34%,24%,37%,Not enough data available,Not enough data available,Not enough data available,5%,Not enough data available,71%,84%,86%,85%,84%,0.44,80,26%,Not enough data available,Not enough data available,Not enough data available,85%
H4871,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,92%
H4875,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,77%,72%,89%,90%,72%,77%,Not enough data available,Not enough data available,51%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,72%,92%,82%,60%,67%,74%,32%,52%,10%,89%,80%,94%,87%,87%,88%,0.17,80,13%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,68%
H4876,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4909,Local CCP,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",70%,57%,88%,86%,62%,85%,69%,85%,52%,56%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,32%,90%,53%,39%,CMS identified issues with this plan's data,80%,42%,58%,12%,87%,78%,93%,88%,88%,85%,0.50,60,Not enough data available,Medicare shows only a Star Rating for this topic,54%,76%,97%
H4910,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,60%,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.19,20,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%
H4956,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,67%,56%,81%,84%,63%,63%,63%,78%,46%,72%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,57%,88%,63%,40%,57%,83%,27%,61%,15%,86%,76%,88%,86%,86%,86%,0.27,100,22%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
