2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5470,Local CCP,Humana Inc.,Humana Insurance Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5485,PFFS,McKinley Life Insurance Company,PrimeTime Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,3 out of 5 stars
H5507,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,3 out of 5 stars,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars
H5508,Local CCP,Advantage Health Solutions,"Advantage Health Solutions, Inc.",3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,Not available,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H5509,Local CCP,Coventry Health Care Inc.,Coventry Health And Life Ins. Company,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Plan not required to report measure,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars
H5516,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,4 out of 5 stars,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars
H5520,Local CCP,"Health Net, Inc.",Health Net Medicare Advantage,4 out of 5 stars,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,3 out of 5 stars,Plan not required to report measure,5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,3 out of 5 stars
H5521,Local CCP,Aetna Inc.,Aetna Medicare,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5522,Local CCP,Coventry Health Care Inc.,HealthAmerica Advantra,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,5 stars,Not enough data available to calculate measure,1 out of 5 stars,Plan not required to report measure,4 out of 5 stars,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars
H5525,Local CCP,Humana Inc.,"Humana Benefit Plan of Illinois, Inc.",4 out of 5 stars,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,Plan not required to report measure,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars
H5526,Local CCP,HealthNow New York Inc.,Forever Blue Medicare PPO,4 out of 5 stars,Plan not required to report measure,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars
H5528,Local CCP,EmblemHealth Inc.,GHI Medicare PPO,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,3 out of 5 stars
H5529,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,4 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5530,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,3 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5532,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars
H5533,Local CCP,University of Pittsburgh Medical Center,UPMC Health Plan,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,4 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,5 stars,5 stars,5 stars
